AI_number,SW_Permit,County,LF_names,LAT,LONG_,Stage_1_Ra,Closed,Consultant,Deed_Notic,Terminatio,CONSTR_or,Contract_o,Haz_disp,Consulta_1,Address,Name_2,Name3,Permit_Sta,Operator_T,Property_O,BEGIN_DATE,END_DATE,Checked,Used_AC,Perm_AC,Field_Note,SW_Permit_,SW_Permit1,Name_4,Name_5
77915,085-00007,Metcalfe,James Floyd Historic Dump,36.9575,-85.6438, , , , , , ,S1C5,_, , , , , , , ,0,0,Y, , ,"No local info, nothing found at coordinates.", , , , 
77916,085-00008,Metcalfe,Richard Sartin Historic Dump,36.9936,-85.6133, , , , , , ,S1C5,_, , ,Richard Sartin Historic Dump, , , , ,0,0,Y, , ,"Old dumpsite, nothing visible, next to lake.", ,,,
77918,085-00009,Metcalfe,James Floyd Pedigo Historic Dump,37.00972222,-85.55222222, , , , , , ,S1C5,_, , , , , , , ,0,0,Y, , ,"Old dumpsite on steep hillside, some metal and appliances.", ,,,
77920,085-00010,Metcalfe,Francis Rowe Historic Dump,37.03611111,-85.66055556, , , , , , ,S1C5,_, , , , , , , ,0,0,Y, , ,"No local info, nothing found at coordinates.", ,,,
77921,085-00011,Metcalfe,C A Bell Historic Dump,37.0775,-85.6867, , , , , , ,adequately cleaned up,_, , , , , , , ,0,0,Y, , ,"Local info, site cleaned up.", ,,,
77922,085-00012,Metcalfe,Robert Bell Historic Dump,37.0927,-85.6512, , , , , , ,S1C4,_, , , , , , , ,0,0,Y, , ,"Old roadside dump containing some metal, bottles, cans.", ,,,
77923,085-00013,Metcalfe,Artis Jones Historic Dump,37.0991,-85.5498, , , , , , ,adequately cleaned up,_, , , , , , , ,0,0,Y, , ,"On wooded hillside, cleaned up.", ,,,
77924,085-00014,Metcalfe,Marcum Mills Historic Dump,36.9058,-85.53, , , , , , ,S1C5,_, , , , , , , ,0,0,Y, , ,"Former open dump, nothing visible.", ,,,
77905,086-00001,Monroe,Bobby Ray Dump,36.71572222,-85.66191667, , , , , , ,S1C5,_, , ,Monroe County Historic Unknown LF #1,Monroe County Landfill, ,Private,Private,0,81,Y, , ,"Nothing at location, no local info.  Owned and operated by Paul Crowe", , , , 
52178,087-00001,Montgomery,Mt. Sterling Landfill,38.04166667,-83.88327778,65, ,TT, , , ,30E,"chlorinated hydrocarbons, spent halogenated and non-halogenated solvents, wastewater treatment sludges from electroplating operations, plating bath sludges, spent stripping and cleaning bath solutions, and paint wastes,  Arsenic, barium, cobalt, and zinc", ,"Off Spencer Road, Mount Sterling, KY", , ,DEP Other,Government,Private,64,73,Y, , ,"Landfill owned and operated by City of Mount Sterling. Large leachate outbreaks with dead veg, some exposed waste.", , , , 
77928,087-00002,Montgomery,Montgomery County Dump,37.97391111,-83.80460833, , ,TT, , , ,S1E3,_, , ,Montgomery Co. Historic Dump, , ,Government, ,0,71,Y, , ,"Open dump on both sides of the road, neighbor 1969 Frank Whitaker, New Cut Rd. operated by Montgomery County Fiscal Court.", , , , 
43521,087-00005,Montgomery,Foothills Sanitary Landfill Inc.,37.94227778,-83.90391667, , , , , , ,S1E3,GW impacts, ,"1145 Sawmill Road, Jeffersonville, KY",Lee Tyra Sanitation, ,DEP Other,Private,Private,74,91,Y,6.024, ,"Owned and operated by Lee Tyra. Undergoing closure as foothills sanitation, adjacent to 87.04. Mr. George Turley's submited 100-ft grid of Foothills Landfill.", , , , 
77929,087-00004,Montgomery,Henry L. Profitt Sanitation,37.94227778,-83.90391667, , , , , , ,S1E3,_, , , , , ,Private,Private,0,0,Y, , , , , , , 
3188,087-00003,Montgomery,Gateway Service Corporation,37.952,-83.95367, , , , , , , , , ,"30 Larison Road, Jeffersonville, KY",Montgomery County Landfill,RUMPKE of KY (03) Landfill,Active,Private,Private,73,0,Y, , ,Owned and operated by Gateway Service Corporation; acquired by Rumpke of KY 1989, , , , 
71317,088-00001,Morgan,Morgan County Dump - West Liberty Site,37.94211111,-83.23302778,31,Y,TT, , ,NFA,S1E7, , ,"City Dump Road, West Liberty, KY", , ,No Record,Government,Government,58,77,Y, , ,"Abundant exposed waste in dump and adjacent road, ianctive, local info.", , , , 
77931,088-00002,Morgan,Cannal City Dump,37.7686,-83.29661111, , , , , , ,S1E7,_, , , , , ,Government,Government,72,0,Y, , ,"Open dump, cleaned up, little visible garbage. Site apparently owned and operated by Morgan Co. or City of Cannel.", , , , 
77932,088-00003,Morgan,Verl Blair,0,0, , , , , , ,S1E7,_, ,"Rt 2, West Liberty, KY", , , , , ,0,0,Y, , ,Covered with trees and it was impossible to inspect., , , , 
43529,089-00011,Muhlenberg,Muhlenberg County Landfill,37.2445,-87.25741667,46, ,KENVIRONS, , , ,30W,"Asbestos, salt cake (from aluminum recovery), spent solvent containing xylene and vermiculite, polyethylene slag, dried sewage digestor sludge, oil soaked gravel, fly ash, and contaminated soil confirmed disposed of here.", ,"Landfill Road, Graham, KY",Muhlenburg County Residential Landfill, ,No Permit,Government,Government,75,92,Y,25.5,35,"Old open dump near 89.11, no location, see 6/3/75 letter in file.", , , , 
0,089-A0001,Muhlenberg,Drakesboro Dump,0,0, , , , , , ,S1C1,_, , , , , ,Not Known,Not Determined,0,0,Y, , ,Extensive open dumping along the access road and at the dump site., , , , 
3229,089-00007,Muhlenberg,Lake Malone State Park,37.0738,-87.0423, , , , , , ,S1C1,_, ,"331 KY 8001 ; PO BOX 93 Dunmor, KY 42339", , ,DEP Other,Government,Government,0,72,Y, , ,Land clearing and tree trimming debris in park maintenance area. Owned and operated by Lake Malone State Park., , , , 
77937,089-00002,Muhlenberg,Powderly landfill,37.23461111,-87.13838889, , , , , , ,S1C1,_, , , , ,No Record,Uncontrolled,Government,0,0,Y,5, ,"Local info, nothing visible, 1975 letter says 5 acre open dump", , , , 
77938,089-00003,Muhlenberg,Central City landfill,37.2319,-87.12130556, , , , , , ,S1C1,_, , , , ,No Record,Uncontrolled,Not Determined,0,0,Y, , ,"Not found, 1975 letter says buried by strip mining operation.", , , , 
77939,089-00004,Muhlenberg,Bremen Historic City Dump,37.3724,-87.19638889, , , , , , ,S1C1,_, ,Approximately 6 miles from KY 175 and Route 81 intersection., , , ,Uncontrolled,Not Determined,0,0,Y, , ,Not found. Notes state dumping on both sides of the road was occuring., , , , 
77940,089-00005,Muhlenberg,Cleaton Historic City Dump,37.271,-87.0711, , , , , , ,S1C1,_, ,"Near Cleaton, KY at the end of Drakesboro School Road.", , ,No Record,Uncontrolled,Not Determined,0,0,Y, , ,"Not found, 1975 letter says buried by strip mining operation.", , , , 
77941,089-00006,Muhlenberg,Beech Creek Historic City Dump,37.1819,-87.0771, , , , , , ,S1C1,_, ,"Off hwy 246, turn left four roads after Davises Super Market, near Beech Creek, KY.", , ,DEP Other,Uncontrolled,Not Determined,69,0,Y, , ,"Not found, 1975-76 letter gives crude locations, 2.5 acre ravine open dump.", , , , 
77942,089-00008,Muhlenberg,City of Greenville,37.23836111,-87.18791667, , , , , , ,S1C1,_, ,"Approximately 3 miles north of Greenville, off of Route 81, turn right at Nebo Grocery.", , ,No Record,Government,Leased,0,0,Y, , ,"Not found, 1975-76 letters give crude locations, guess location. Dumping on both sides of the road.", , , , 
43602,089-00001,Muhlenburg,Muhlenburg County Landfill,37.24991667,-87.26166667, , , , , , , , , , , , ,Blue Dot,Government,Government,0,0,Y, , ,"Open dump across from 89.11, see 6/3/75 letter in county file.", , , , 
43527,089-00010,Muhlenburg,Kentucky Utilities Inert Landfill,0,0, , , , , , , , , ,"US 431 N, Central City, KY", , ,Terminated,Private,Private,74,0,Y, , ,"Operated by kentucky utilities company, later in 1990 the inert landfill became a surface impoundment with a KPDES permit KY 0002011", , , , 
43530,089-00014,Muhlenburg,Reed Minerals Div of Harsco Corp,0,0, , , , , , , , , , ,Reed Minerals Landfill, ,Terminated,Private,Private,0,0,Y, , , , , , , 
3237,089-00015,Muhlenburg,West Ken Landfill,37.20183333,-87.09966667, , , , , , , , , ,"9001 KY 176, PO Box 160, Drakesboro, Ky",Reed Minerals Landfill,Harsco Minerals,Terminated,Private,Private,87,98,Y,10.1, , , , , , 
3239,089-00012,Muhlenburg,TVA Paradise Steam Plant,37.26083333,-86.97833333, , , , , , , , , ,"13246 KY 176, Drakesboro, KY",Tennessee Valley Authority - Paradise Fossil Plant, ,Active, , ,0,0,Y, , , , , , , 
77944,090-00017,Nelson,City of New Haven,37.6194,-85.5402,37, ,KENVIRONS, , , ,S1C4,_, ,"Leonard Hall Rd, New Haven, KY",New Haven Historic City Dump, ,No Record,Government,Government,65,71,Y,1.156, ,"Open dump, partially cleaned, buried trash, actively used illegal dump. Owned and operated by City of New Haven; sold to Fred O'Bryan 1972.", , , , 
77945,090-00018,Nelson,City of Bloomfield Historic City Dump,37.93055556,-85.34555556,35, ,KENVIRONS, , , ,S1C4,_, ,"KY 48 Fairfield Road, Coxs Creek, KY",City of Bloomfield,Nelson County Fiscal Court,No Record,Private,Private,0,70,Y,0.71, ,"Nothing at location, file has 68-69 letters only.  Open dump, no cover
jointly owned and operated by City of Bloomfield and Sam Case", , , , 
3267,090-0001R,Nelson,Bardstown Disposal Site,37.82671111,-85.54341667, , , , , , , , , ,"1025 Airport Road, Bardstown, KY",Nelson County Landfill,Nelson County Solid Waste Disposal Facility,Active,Government,Government,0,0,Y, , ,Waste areas on hilltop,090-00016, , , 
0,091-A0001,Nicholas,City of Carlisle,38.32072222,-84.02916667, , , , , , ,S1E3,_, , , , , ,Government,Leased,0,0,Y, , ,"Identified by judge-exec & sheriff, closed early 1960's", , , , 
43511,091-00003,Nicholas,Nicholas County Residential Landfill,38.32136111,-84.06194444, , , , , , ,S1E3,GW impacts, ,"KY 36, Carlisle, KY", , ,Blue Dot,Government,Government,82,92,Y, , ,Owned and operated bu Nicholas County Fiscal Court, , , , 
77946,091-00001,Nicholas,Carlisle City Dump,38.32563889,-84.01777778, , , , , , ,S1E3,_, , , , , ,Government,Government,62,0,Y, , ,"1965 owner Butler Johnson, 1969 owner O.L. Hollor.", , , , 
77947,091-00002,Nicholas,State Highway Dept Dumpsite,0,0, , , , , , ,S1E3,_, , ,State Highway Department Historic Dump, , , , ,0,0,Y, , ,"Not found, no local info, couldn't reach site.", , , , 
77961,092-00002,Ohio,Hartford City Dump,37.48366667,-86.84972222, , , , , , ,S1C2,_, , ,Hartford Historic City Dump, , , , ,55,75,Y,5, ,"Local info, 1950's to 70's, 3-4 acres, buried with trailer on top; entrance from cedar grove church road", , , , 
77963,092-00003,Ohio,Beaver Dam city dump,37.3769,-86.8972, , , , , , ,S1C2,_, , , , , , , ,0,0,Y, , ,"Recurrent open dumping, some recently cleaned up", , , , 
77964,092-00005,Ohio,Beaver Dam Municipal Water and Sewer,37.40833333,-86.85833333, , , , , , ,S1C2,_, , ,Ohio Co. Unknown Historic Dump #1, , ,Government,Government,0,0,Y, , , , , , , 
3306,092-00001,Ohio,Balefill Landfill,37.41666667,-86.93002778, , , , , , , , , ,"100 Landfill Road, Beaver Dam, KY",Ohip County Fiscal Court,Republic Services of Kentucky,Blue Dot,Private,Government,71,0,Y, , ,"Active and inactive sites on the same property. Location from FMSM map, inside active site.",092-00010,092-00022,Ohio County Balefill Landfill, 
39518,092-00006,Ohio,Pyramid Mining,37.33888889,-86.95833333, , , , , , , , , ,"KY 1245, Rockport, KY",Pyramid Mining Inc., , , , ,0,0,Y, , , , , , , 
39534,092-00011,Ohio,Zielinski Corp Residential Landfill,37.44111111,-86.83416667, , , , , , , , , ,"US 62, Hartford, KY",Zielinski Corp Residual Landfill, ,Blue Dot,Private,Private,0,0,Y, , , , , , , 
3319,092-00004,Ohio,West KY Energy - Wilson Station,37.36353,-86.97855556, , , , , , , , , , ,DB Wilson Station Landfill,West KY Energy,Active, , ,0,0,Y, , , , , , , 
45934,092-00013,Ohio,Bluegrass Containment Landfill,37.43375,-86.78833333, , , , , , , , , , , , ,Active,Private,Private,0,0,Y, , , , , , , 
43496,093-00002,Oldham,Joe Clark Landfill,38.42683333,-85.41130556,47, ,STANTEC, , , ,S1C3,_, ,"2101 Fendley Mill Road, La Grange, KY",Finley Mill Road Dump, ,Blue Dot,Private,Private,76,87,Y, , ,"Single waste area, grass covered.", , , , 
76775,093-A0002,Oldham,Pewee Valley Town Dump,38.31161111,-85.47586111,47, ,STANTEC, , , ,S1C3,_, ,"Marigold Ave, Pewee Valley, KY", , ,q13,Not Known,Private,49,63,Y,0.9, , , , , , 
39545,093-00021,Oldham,"C & W Excavating, Inc. Landfill, CDD",38.39333333,-85.40055556,37,Y,STANTEC, , ,NFA,S1C3,_, ,"Button Ln, La Grange, KY", , ,DEP Other,Private,Private,90,94,Y, , ,"Check file, map dated 1994, shows location. Owned and operated by C & W Excavating.", , , , 
43479, ,Oldham,Horn Lot Dump,38.40661111,-85.38141667,31,Y,STANTEC, , ,NFA, , , ,"S 3rd Ave & W Main St, La Grange, KY", ,,,,,0,0,,,,,,,,
77965,093-00003,Oldham,City of LaGrange,38.47027778,-85.38861111,49,Y,STANTEC, ,Y, , , , , , , ,Terminated,Government,Government,83,83,Y, , ,This site was terminated, , , , 
43498,093-00005,Oldham,Ernest Couch Landfill,38.38855556,-85.42375, , , , , , , , , ,"2937 E KY 146, La Grange, KY", , , , , ,0,0,Y, , ,"Location based on street address. Former <1acre CDD, waste removed", , , , 
6302,093-00001,Oldham,Red Penn Landfill,38.28667,-85.468417, , , , , , , , , , , , , , , ,0,0,Y, , ,Reported Location, , , , 
0,093-A0003,Oldham,Horn Lot Dump,38.406611,-85.468417, , , , , , , , , , , , , , , ,0,0,Y, , ,Location based on comparison of lot descriptions to features on map of LaGrange., , , , 
71318,094-00002,Owen,Owenton City Dump,38.52163889,-84.85519444,33, ,TT, , , ,30E,_, ,"KY 1670, Owenton, KY", , , ,Government,Government,0,75,Y, , ,Owned and operated by the city of Owenton., , , , 
77970,094-00004,Owen,Open dumping in creek (Does not qualify for HB 174),38.46986111,-84.69541667, ,Y,DWM,N/A,N/A,NFA,S1E2,_, , , , , , ,Private,0,0,Y, , ,Cleaned up in 1988. Access blocked by DOT. Owned by Merris Marks., , , , 
77971,094-00005,Owen,Open dumping in Long Branch Creek (Does not qualify for HB 174),38.6996,-84.81652778, ,Y,DWM,N/A,N/A,NFA,S1E2,_, , , , , ,Private,Private,0,0,Y, , ,"Exposed waste, roadside dump. Owned and operated by W.L. Farrar; then acquired by John Scroggins.", , , , 
77975,094-00010,Owen,Open dumping in creek (Does not qualify for HB 174),38.4172,-84.85533333, ,Y,DWM,N/A,N/A,NFA,S1E2,_, , , , , , , ,0,0,Y, , ,Cleaned up 10 years ago. No dump at location., , , , 
77967,094-00001,Owen,Bobby Chandler Sanitary landfill,38.48397222,-84.85563889, , , , , , ,S1E2,_, , ,Bobby Chandler Historic Dump, , ,Private,Private,69,71,Y, , ,"Edge of old fill area, dimensions not oberserved. Operated by R; Chandler; owned by Ray Leake.", , , , 
77969,094-00003,Owen,A W Smither Open Dump,38.5,-84.74341667, , , , , , ,S1E2,_, , , , , , ,Private,0,72,Y, , ,"Nothing at location, no local info.", , , , 
77972,094-00007,Owen,James Commock - Sparta Route - OD,38.6592,-84.89233333, , , , , , ,S1E2,_, , , , , , ,Private,0,0,Y, , ,"Cleaned up in the late 1980s, gps at pull off. Owned by James Cammack.", , , , 
77973,094-00008,Owen,Reba Focaby & Leroy Sanderson OD,38.56863889,-85.01516667, , , , , , ,S1E2,_, , , , , , ,Private,0,0,Y, , ,"Nothing visible at location, no local info. Owned by REba Foaby and Leroy Sanderson.", , , , 
77974,094-00009,Owen,Ray Thomas - Gratz - open Dump,38.48125,-84.96208333, , , , , , ,S1E2,_, , , , , ,Private,Private,0,0,Y, , ,"Nothing visible at location, no local information. Owned by Ray Thomas; later acquired by Gratz Garage.", , , , 
77976,094-00011,Owen,Clark Karsner - Monterey - Open Dump,38.4022,-84.837, , , , , , ,S1E2,_, , , , , , ,Private,0,0,Y, , ,"Not found, no local info. Owned by Mr. and Mrs. Clark Karsner.", , , , 
77977,094-00012,Owen,City of Sparta,38.6683,-84.88813889, , , , , , ,S1E2,_, , ,Sparta Historic Dump #2, ,No Permit,Government,Private,70,98,Y, , ,"Overlain by and adjoins the 94.19 Sparta Pike CDD Landfill; owned by Floren Tackett, operated by the city of Sparta. Closed in 1972, permitted open dump on the same property.",094-00006, , , 
77966,095-00001,Owsley,City of Booneville,37.50152778,-83.66563889, , , , , , ,S1E4,_, , ,Booneville Historic City Dump, , ,Government,Leased,62,74,Y, , ,"Residential area, no evidence of dump, no local info.", , , , 
77978,096-00002,Pendleton,Falmouth Landill,38.68236111,-84.32127778, , , , , , ,S1E2,_, , ,Falmouth Historic City Dump, , ,Government,Government,25,0,Y, , , , , , , 
0,096-A0001,Pendleton,East Butler Dump ,,,,,,,,,,,,,,,No Record ,Not Known,Not Determined,,,,,,,,,,
3417,096-00001,Pendleton,Pendleton County Landfill,,,,,,,,,,,,,,,Active ,,,,,,,,,,,,
3455,097-00007,Perry,Perry County LF,37.3473,-83.26138889, ,Y,FOPPE, ,Y,CONSTR,first8,_, ,"KY 15 & 28, Hazard, KY", , ,Blue Dot,Government,Government,77,91,Y, , ,This site has several leachate problems and methane gas; site has been closed by DWM, , , , 
78002,097-00006,Perry,Ky River Garbage Historic Dump,37.33211111,-83.25872222, , , , , , ,S1E4,_, , , , , ,Government,Government,72,0,Y, , ,"Nothing at location, no local info, probably destroyed by strip mine. Consisting of City and County Government agencies in Wolfe, Lee, Breathitt, Owsley, Knott, Perry, Leslie, and Letcher Counties.", , , , 
77996,097-00001,Perry,City of Hazard Dump,37.24616667,-83.21238889, , , , , , ,S1E4,_, , , , , ,Government,Private,60,72,Y, , ,"Located on town mountain, 2.5 miles from Hazard on KY 452. Area has been strip mined, likely has covered landfill.", , , , 
77997,097-00002,Perry,Buckhorn Community,37.34258333,-83.46008333, , , , , , ,S1E4,_, , ,Buckhorn Historic City Dump, , , , ,0,0,Y, , ,"Nothing at location, no local info.", , , , 
77998,097-00003,Perry,Lost Mountain Dump,37.3198,-83.1764, , , , , , ,S1E4,_, , , , , ,Government,Private,0,0,Y, , ,"Nothing at location, no local info, probably destroyed by strip mine. Owned by Hazard River Coal Corporation; operated by city of Hazard", , , , 
77999,097-00004,Perry,Vicco City Dump,37.242,-83.0858, , , , , , ,S1E4,_, , , , , ,Private,Private,64,0,Y, , ,"Couldnt find, hollow fill at mountain top removal site. Owned by Carrs Fork Coal Co.; operatd by Denny Collier", , , , 
78001,097-00005,Perry,Blue Diamond Coal Dump,37.0349,-83.1801, , , , , , , , , , , , , ,Private,Private,0,0,Y, , ,"Did not reach site, no local info, in a strip mined area.", , , , 
78007,098-00001,Pike,Pikeville Cedar Creek Dump ,,,,,,,,,,,,,,,,Government,Government,69,73,,,,"Leased, operated by Pikeville. ",,,,
78025,098-00011,Pike,Republic Steel - Road Creek Dump,0,0, ,Y,DWM,N/A,N/A,NFA,S1E9,_, , ,Pike County Unknown Historic Dump #1, , ,Private,Private,0,0,Y, , , , , , , 
3688,098-00001,Pike,City of Pikeville (Does not qualify for HB 174),37.57572222,-82.45033333, , , , , , ,S1E9,_, ,"625 Ford Mountain, Meta, KY",Pike Co. Landfill, ,Active, , ,0,0,Y, , , , , , , 
3767,098-00004,Pike,Fishtrap Lake Improvement Dump ,37.43891667,-82.19736111, , , , , , ,S1E9,_, ,"KY 1789, Millard, KY",USCOE Fishtrap Lake Flood, , , , ,0,0,Y, , , , , , , 
43474,098-00013,Pike,Pike Co. Fiscal Court (Spencer Gap),37.34441111,-82.30622222, , , , ,Y, ,S1E9,_, ,"CR 1373, Mikegrady, KY",Spencer Gap Landfill, , ,Government,Leased,77,90,Y, , ,This site has been terminated. Leased from Kentland Company to Pike Co. Fiscal Court., , , , 
78008,098-00002,Pike,City of Elkhorn,37.34669444,-82.30033333, , , , , , ,S1E9,_, , , , , ,Government,Government,75,0,Y, , ,Hollow fill; owned and operated by City of Elkhorn., , , , 
78009,098-00003,Pike,Walter Varney Historic Dump,37.32911111,-82.302, , , , , , ,S1E9,_, , , , , , , ,0,0,Y, , ,"Not found, no local info on the site.", , , , 
78016,098-00005,Pike,Hardy Dump,37.63058333,-82.24866667, , , , , , ,S1E9,_, , , , , ,Private,Government,0,0,Y, , ,"Not found, no local info, located on hillside. Operatd by Syck Sanitationl apparently owned by Pike Co.", , , , 
78017,098-00006,Pike,Mont Stevens Dump ,37.51488889,-82.12030556, , , , , , ,S1E9,_, , , , , , , ,0,0,Y, , ,"Not found, no local info.", , , , 
78019,098-00007,Pike,Pike Enterprises Historic Dump,37.38868333,-82.58670278, , , , , , ,S1E9,There was past evidence of open burning at the dump site., , , , , ,Private,Private,73,0,Y, , ,"Not found, no local info. Operated by Pike Enterprises Inc., Landowner Dr. L. Roberts.", , , , 
78020,098-00008,Pike,City of Pikeville Dump #2,37.4687,-82.54458333, , , , , , ,S1E9,SIR states that the site was burning when inspector arrived., , ,Pikeville Historic City Dump #2,Pikeville Poor Farm Hollow Landfill, ,Government,Government,73,85,Y, , ,"Hollow fill, vegetated. Owned and operated by City of Pikeville.", , , , 
78022,098-00009,Pike,Beth Elkorn Coal Dump ,37.2599,-82.66688889, , , , , , ,S1E9,_, ,On Big Branch Road near Pike-Letcher boundary., , , ,Private,Private,0,73,Y, , ,"Nothing at location, no local info. Owned and operated by Beth-Elkhorn Corportation.", , , , 
78024,098-00010,Pike,Kentland Coal Dump,37.41130556,-82.36391667, , , , , , ,S1E9,_, , , , , , ,Private,0,0,Y, , ,Could not reach location. No local info., , , , 
78026,098-00012,Pike,Airport Dump,37.55961111,-82.56083333, , , , , , ,S1E9,_, , ,Pike County Unknown Historic Dump #2, , , , ,0,0,Y, , ,"Not found, possibly cleaned up by the airport.", , , , 
0,098-Z0001,Pike,Pecco Hollow Site,0,0, , , , , , , , , , , , ,No Permit, , ,0,0,Y, , , , , , , 
0,098-00001R,Pike,Pikeville-Coal Branch Hollow Dump,37.46194444,-82.53472222, , , , , , , , , , ,Pikeville-Cole Hollow Dump,Pikeville-Island Creek Dumps, ,Government,Government,69,79,Y, , ,There are two waste areas at this site., , , , 
3789,099-00003,Powell,Natural Bridge State Park,37.78105556,-83.69180556, , , , , , ,S1E4,_, ,"2135 Natural Bridge Road, Slade, KY", , , ,Government,Government,0,0,Y,11.18, ,"Poorly buried, lower hoods branch and 1st tributary", , , , 
43435,099-00004,Powell,Powell County Fiscal Court,37.83972222,-83.89666667, , , , , , ,S1E4,_, ,"Industrial Drive Rd, Stanton, KY",Powell County Landfill, ,Terminated,Government,Government,0,0,Y, , , , , , , 
78028,099-00001,Powell,Clay City Dump (Powell Co. LF),37.86363889,-83.89472222, ,Y, , , , ,S1E4,_, , , , ,Terminated,Government,Government,0,94,Y, , ,Site has been closed. There were some issues with methane killing grass and bubbling in leachate areas early on., , , , 
78030,099-00002,Powell,Stanton Dump,37.844,-83.86958333, , , , , , ,S1E4,_, , ,Stanton Historic City Dump, , ,Government,Government,72,82,Y, , ,Has been studied by SWB and has extensive files. Owned and operated by Powell County Fiscal Court., , , , 
71320,100-00007,Pulaski,Pulaski County Sanitary landfill,37.1434,-84.5449,46, ,TT, , , ,30E,_, ,"Landfill Rd, Somerset, KY", , , ,Private,Leased,72,81,Y,15.3,30,Leased by Thomas M. Garner and John Garner of Somerset to Pulaski Co. Sanitary Landfill Inc. Operated by Harold McCurry and Harold Dalton of Pulaski Co Sanitary Landfill Inc., , , , 
71319,100-00002,Pulaski,Science Hill Site,37.1936,-84.6367,42, ,TT, , , ,30E,_, ,"Ware Rd, Science Hill, KY",Science Hill Landfill,Tarter Property, ,Private,Government,0,72,Y,<1.0, ,"Inactive 30 years, local info, some trash visible.", , , , 
11627,100-00003,Pulaski,General Burnside State Park,36.9725,-84.5739,35, ,TT, , , ,S1C6,_, , , , , , , ,0,0,Y, , ,"Nothing at location, local info suggests the site was cleaned up.", , , , 
78045,100-00001,Pulaski,City of Somerset,37.10475,-84.56936111,38, ,TT, , , ,S1C6,_, , ,Somerset Historic City Dump, , ,Government,Leased,0,0,Y, , ,"Currently used as a park with ball fields, did not find landfill site at coordinates.", , , , 
78046,100-00004,Pulaski,L. Glen Neikirk,37.0654,-84.6111,35,Y,TT, , ,NFA,S1C6,_, ,"Elihu-rish road, Somerset, KY", , , ,Private,Private,0,72,Y,9, ,"Nothing at location, relatives suggest a sinkhole dump off Clifty Road, cleaned up.", , , , 
78047,100-00005,Pulaski,Harold McCurry,37.0619,-84.5728,36, ,TT, , , ,S1C6,_, ,"Elihu-rush Branch Rd, Somerset, KY", , , ,Private,Private,70,71,Y, , ,"Nothing at location, no local info.", , , , 
78048,100-00006,Pulaski,Leonard Steveson,37.0437,-84.5462,31, ,TT, , , ,S1C6,_, ,"KY 769, Somerset, KY", , , ,Private,Private,58,62,Y, , ,Nothing at locatiom no local info., , , , 
3825,100-00008,Pulaski,Pulaski Grading Landfill,36.94542,-84.695833, , , , , , , , , , ,Pulaski County Landfill, ,Terminated, , ,0,0,Y, , , , , , , 
39771,100-00015,Pulaski,John Sherman Cooper LF,36.9992,-84.583611, , , , , , , , , , ,East Ky Power - JS Cooper LF, ,Active, , ,0,0,Y, , , , , , , 
48569,100-A0001,Pulaski,Cumberland Wood and Chair,37.13056,-84.6295, , , , , , , , , ,"US 27 N, Somerset, KY", , ,No Record,Private,Private,0,0,Y, , , , , , , 
3809,100-A0002,Pulaski,General Electric Co - Somerset Glass,37.103833,-84.61972, , , , , , , , , ,"116 W University Dr, Somerset, Ky",Somerset Glass, ,No Record,Private,Private,0,0,Y, , , , , , , 
79242,100-A0003,Pulaski,Old Girdler Farm,37.00544,-84.67325, , , , , , , , , ,"Slate Branch Spur, Somerset, KY", , ,No Record,Private,Private,0,0,Y, , ,Billy Yarnell left note saying this was an open dump and the waste was removed. Tim Rogers has taken samples indicating exceedances in the leachate., , , , 
71321,101-00001,Robertson,City of Mt. Olivet Community Dump,38.5004,-84.0717,38, ,TT, , , ,30E,_, ,Travel on KY 165 to Cedar Creek Road; proceed 1.5 miles West; dump is located on hillside., , , ,Government,Government,73,83,Y,1.5, ,"Owned and operated by City of Mt. Olivet; visibile waste on surface, heavily vegetated.", , , , 
3848,101-00002,Robertson,Blue Licks State Park,38.4284,-83.9931, , , , , , ,S1E2,_, ,"10299 Maysville Road, Carlisle, KY", , , ,Government,Government,73,0,Y, , ,Cleaned up in 1979 to build campground. Owned and operated by Blue Licks State Park., , , , 
71322,102-00001,Rockcastle,Mt. Vernon City Dump,37.3581,-84.3039,45, ,TT, , , ,30E,_, ,"Cove Branch Road, Mount Vernon, KY", , ,No Permit,Government,Government,56,74,Y,3, ,3 acre former dump on natural bench and over cliff at lower edge., , , , 
74465,102-00003,Rockcastle,Multi-County Services Inc,37.3286,-84.2426, ,Y,DWM,Y,Y,CONSTR,HB 174 work completed,_, ,"US 25, Mount Vernon, kY", , , ,Private,Post-inactivity sale,73,83,Y, , ,Valley-head fill on shale. Exposed gabage was noticeable and trees were all over the cap., , , , 
74720,102-00002,Rockcastle,Clyde Payne Landfill,37.3536,-84.3748,30, ,TT, , , ,adequately cleaned up,_, ,"Lake Cumberland Road, Mount Vernon, KY", , , ,Private,Private,73,0,Y,0.3,40,Site removed by construction of KY 461. TT noted a tire pile and a small waste pile on-site., , , , 
81176,102-A0003,Rockcastle,Livingston City Dump,37.2923,-84.2066, , ,TT, , , , , , ,"KY 490, Livingston, KY",Livingston KY 490 City Dump, , , , ,0,0,Y, , , , , , , 
125104,102-A0004,Rockcastle,Hansel Vaughn Dump,37.3631,-84.43, ,Y,TT, , ,NFA, , , ,"Willailla Road, Mount Vernon, KY", , , , , ,0,71,Y, , , , , , , 
