1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PFAS,45. FORM TYPE,46. UNIT OF MEASURE,47. 5.1 - FUGITIVE AIR,48. 5.2 - STACK AIR,49. 5.3 - WATER,50. 5.4 - UNDERGROUND,51. 5.4.1 - UNDERGROUND CL I,52. 5.4.2 - UNDERGROUND C II-V,53. 5.5.1 - LANDFILLS,54. 5.5.1A - RCRA C LANDFILL,55. 5.5.1B - OTHER LANDFILLS,56. 5.5.2 - LAND TREATMENT,57. 5.5.3 - SURFACE IMPNDMNT,58. 5.5.3A - RCRA SURFACE IM,59. 5.5.3B - OTHER SURFACE I,60. 5.5.4 - OTHER DISPOSAL,61. ON-SITE RELEASE TOTAL,62. 6.1 - POTW - TRNS RLSE,63. 6.1 - POTW - TRNS TRT,64. POTW - TOTAL TRANSFERS,65. 6.2 - M10,66. 6.2 - M41,67. 6.2 - M62,68. 6.2 - M40 METAL,69. 6.2 - M61 METAL,70. 6.2 - M71,71. 6.2 - M81,72. 6.2 - M82,73. 6.2 - M72,74. 6.2 - M63,75. 6.2 - M66,76. 6.2 - M67,77. 6.2 - M64,78. 6.2 - M65,79. 6.2 - M73,80. 6.2 - M79,81. 6.2 - M90,82. 6.2 - M94,83. 6.2 - M99,84. OFF-SITE RELEASE TOTAL,85. 6.2 - M20,86. 6.2 - M24,87. 6.2 - M26,88. 6.2 - M28,89 6.2 - M93,90. OFF-SITE RECYCLED TOTAL,91. 6.2 - M56,92. 6.2 - M92,93. OFF-SITE ENERGY RECOVERY T,94. 6.2 - M40 NON-METAL,95. 6.2 - M50,96. 6.2 - M54,97. 6.2 - M61 NON-METAL,98. 6.2 - M69,99. 6.2 - M95,100. OFF-SITE TREATED TOTAL,101. 6.2 - UNCLASSIFIED,102. 6.2 - TOTAL TRANSFER,103. TOTAL RELEASES,104. 8.1 - RELEASES,105. 8.1A - ON-SITE CONTAINED,106. 8.1B - ON-SITE OTHER ,107. 8.1C - OFF-SITE CONTAIN,108. 8.1D - OFF-SITE OTHER R,109. 8.2 - ENERGY RECOVER ON,110. 8.3 - ENERGY RECOVER OF,111. 8.4 - RECYCLING ON SITE,112. 8.5 - RECYCLING OFF SIT,113. 8.6 - TREATMENT ON SITE,114. 8.7 - TREATMENT OFF SITE,115. PRODUCTION WSTE (8.1-8.7),116. 8.8 - ONE-TIME RELEASE,117. PROD_RATIO_OR_ ACTIVITY,118. 8.9 - PRODUCTION RATIO
2019,40504LXNGT1770O,1.10014E+11,MPLX TERMINALS LLC - LEXINGTON KY TERMINAL,1770 OLD FRANKFORT PIKE,LEXINGTON,FAYETTE,KY,40504,,,38.06029,-84.53795,NAD83,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,Xylene (mixed isomers),NO,1330207,1330-20-7,84970,YES,TRI,NO,0,NO,NO,R,Pounds,120,82,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21705,0,21705,0,0,0,0,0,0,0,0,21705,202,0,0,202,0,0,0,21705,0,0,0,0,21907,,PRODUCTION,0.95
2019,40033CRTSM665ME,1.1E+11,CURTIS-MARUYASU AMERICA INC,665 METTS DR,LEBANON,MARION,KY,40033,,,37.555,-85.261944,NAD83,CURTIS MARUYASU AMERICA,131603599,CURTIS MARUYASU AMERICA,NO,336,Transportation Equipment,,,,,,,336390,336310,336340,,,,1.31922E+12,Nickel  And Nickel Compounds,YES,N495,N495,650036,YES,TRI,YES,1,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,121,0,0,0,0,0,0,0,0,0,0,0,0,7415,550,0,0,0,0,0,8086,0,0,0,0,10749,10749,0,0,0,0,0,0,0,0,0,0,0,18835,8086,0,0,0,8010.98,75.02,0,0,0,10749,0,0,18835,,PRODUCTION,0.73
2019,40403LCNRC302MA,1.1E+11,NOVELIS INC,302 MAYDE RD,BEREA,MADISON,KY,40403,,,37.601205,-84.310288,NAD83,NOVELIS INC,1504935,NOVELIS CORP,NO,331,Primary Metals,,,,,,,331314,,,,,,1.31922E+12,Lead,NO,7439921,7439-92-1,149583,YES,PBT,YES,1,YES,NO,R,Pounds,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,3.4,0,0,0.7,0.9,1.8,0,0,0,0,0,0,3.4,,PRODUCTION,1
2019,42276MRSNL150EM,1.1E+11,EMERSON ELECTRIC CO,150 EMERSON BY-PASS RD,RUSSELLVILLE,LOGAN,KY,42276,,,36.83908,-86.91344,NAD83,EMERSON ELECTRIC CO,6269633,EMERSON ELECTRIC CO,NO,335,Electrical Equipment,,,,,,,335312,,,,,,1.31922E+12,Copper,NO,7440508,7440-50-8,150086,NO,TRI,YES,1,NO,NO,R,Pounds,5,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0.54,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,0,0,0,0,0,1040.54,0,0,0,0,156695,156695,0,0,0,0,0,0,0,0,0,0,0,157735.54,1070.54,0,0,30,1040.3888,0.1512,0,0,0,156695,0,0,157765.54,,PRODUCTION,0.91
2019,40324TYTMT1001C,1.1E+11,TOYOTA MOTOR MANUFACTURING KENTUCKY INC,1001 CHERRY BLOSSOM WAY,GEORGETOWN,SCOTT,KY,40324,,,38.26035,-84.534367,NAD83,TOYOTA MOTOR ENGINEERING & MANUFACTURING N.A. INC,961659588,TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA INC,NO,336,Transportation Equipment,,,,,,,336111,336350,,,,,1.31922E+12,Benzene,NO,71432,71-43-2,4754,YES,TRI,NO,0,YES,NO,R,Pounds,0.1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,0,0,0,0,0,0,0,0,129,2.4,0,0,2.4,0,0,0,129,0,0,0,0,131.4,,PRODUCTION,1.22
2019,42452KBLLYMCDON,1.10057E+11,AMG ALUMINUM NA LLC,3293 MCDONALD RD,ROBARDS,HENDERSON,KY,42452,,,37.651111,-87.533333,NAD83,NA,,AMG ADVANCED METALLURGICAL GROUP N V,NO,331,Primary Metals,,,,,,,331524,,,,,,1.31922E+12,Nickel,NO,7440020,7440-02-0,149674,YES,TRI,YES,1,YES,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,40216SPRRS4211B,1.1E+11,SUPERIOR INDUSTRIAL SOLUTIONS INC,4211 BRAMERS LN,LOUISVILLE,JEFFERSON,KY,40216,,,38.201389,-85.861944,NAD83,SUPERIOR INDUSTRIAL SOLUTIONS INC.,39994975,SUPERIOR INDUSTRIAL SOLUTIONS INC,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1.31922E+12,Styrene,NO,100425,100-42-5,19414,YES,TRI,NO,0,YES,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,42431FLTRTHIGHW,1.1E+11,AHLSTROM-MIUNKSJO FILTRATION LLC,215 NEBO RD,MADISONVILLE,HOPKINS,KY,42431,,,37.34735,-87.50195,NAD83,AHLSTROM-MUNKSJO USA INC,NA,AHLSTROM-MUNKSJO USA INC,NO,322,Paper,,,,,,,322121,,,,,,1.31922E+12,Formaldehyde,NO,50000,50-00-0,1008,YES,TRI,NO,0,YES,NO,R,Pounds,907,1543,0,0,0,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,145,0,0,0,0,0,0,0,0,145,2450,0,0,2450,0,0,0,145,0,0,67699,0,70294,,ACTIVITY,0.92
2019,42029PNNWLALTON,1.1E+11,ARKEMA INC,4444 INDUSTRIAL PKWY,CALVERT CITY,MARSHALL,KY,42029,,,37.056699,-88.365727,NAD83,ARKEMA DELAWARE INC,622121697,ARKEMA DELAWARE INC,NO,325,Chemicals,,,,,,,325199,325211,,,,,1.31922E+12,Chlorodifluoromethane (HCFC-22),NO,75456,75-45-6,5595,NO,TRI,NO,0,NO,NO,R,Pounds,12698,566,0,0,0,0,0,0,0,0,0,0,0,0,13264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13264,0,0,13264,0,0,0,0,0,0,13954,0,27218,,PRODUCTION,1.68
2019,42141FLKRB125BE,1.1E+11,FELKER BROTHERS,125 BEAVER TRAIL RD,GLASGOW,BARREN,KY,42141,,,37.03061,-85.92469,NAD83,FELKER BROTHERS CORP,895846500,FELKER BROTHERS CORP,NO,331,Primary Metals,,,,,,,331210,,,,,,1.31922E+12,Nickel compounds,NO,N495,N495,650036,YES,TRI,YES,1,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,500,0,0,0,0,0,0,500,,PRODUCTION,0.99
2019,42348WLLMTPOBOX,1.1E+11,DOMTAR PAPER CO LLC HAWESVILLE MILL,58 WESCOR RD,HAWESVILLE,HANCOCK,KY,42348,,,37.894847,-86.685793,NAD83,DOMTAR CORP,43875042,DOMTAR CORP,NO,322,Paper,,,,,,,322121,,,,,,1.31922E+12,Ammonia,NO,7664417,7664-41-7,152389,NO,TRI,NO,0,NO,NO,R,Pounds,500,132402,8362,0,0,0,0,0,0,0,0,0,0,0,141264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141264,0,0,141264,0,0,0,0,0,0,305960,0,447224,,PRODUCTION,0.98
2019,42348WLLMTPOBOX,1.1E+11,DOMTAR PAPER CO LLC HAWESVILLE MILL,58 WESCOR RD,HAWESVILLE,HANCOCK,KY,42348,,,37.894847,-86.685793,NAD83,DOMTAR CORP,43875042,DOMTAR CORP,NO,322,Paper,,,,,,,322121,,,,,,1.31922E+12,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,0,NO,NO,R,Pounds,0,0,21520,0,0,0,0,0,0,0,0,0,0,0,21520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21520,0,0,21520,0,0,0,0,0,0,0,0,21520,,PRODUCTION,0.98
2019,42301TYTTS31AIR,1.10015E+11,TOYOTETSU MID AMERICA,3100 AIRPARK DR,OWENSBORO,DAVIESS,KY,42301,,,37.73908,-87.15598,NAD83,NA,,TOYOTETSU NORTH AMERICA,NO,336,Transportation Equipment,,,,,,,336370,,,,,,1.31922E+12,Copper,NO,7440508,7440-50-8,150086,NO,TRI,YES,1,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178737,0,0,0,178737,0,0,0,0,0,0,0,0,0,0,0,178737,0,0,0,0,0,0,0,0,0,178737,0,0,178737,0,PRODUCTION,1.07
2019,42320CRMWL5025H,1.10001E+11,PERDUE CROMWELL PROCESSING PLANT,5025 HWY 231 S,BEAVER DAM,OHIO,KY,42320,,,37.348028,-86.793333,NAD83,PERDUE FARMS INC,782989800,PERDUE FARMS INC,NO,311,Food,,,,,,,311615,,,,,,1.31922E+12,Chlorine,NO,7782505,7782-50-5,154328,YES,TRI,NO,0,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,40356NNDST801JO,1.1E+11,MCKECHNIE VEHICLE COMPONETS,801 JOHN C WATTS DR,NICHOLASVILLE,JESSAMINE,KY,40356,,,37.86167,-84.57548,NAD83,MVC HOLDINGS LLC,831376830,MVC HOLDINGS LLC,NO,336,Transportation Equipment,,,,,,,336390,,,,,,1.31922E+12,Copper  And Copper Compounds,YES,N100,N100,649491,NO,TRI,YES,1,NO,NO,R,Pounds,0,221,0,0,0,0,0,0,0,0,0,0,0,0,221,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16489,16489,0,0,0,0,0,0,0,0,0,0,0,16495,227,0,0,221,0,6,0,0,35619,16489,0,0,52335,,ACTIVITY,0.66
2019,40211LSVLL4510A,1.1E+11,MPLX TERMINALS LLC - LOUISVILLE ALGON KY TERMINAL,4510 ALGONQUIN PKWY,LOUISVILLE,JEFFERSON,KY,40211,,,38.230684,-85.82979,NAD83,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,0,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,250,0,0,0,0,0,0,0.7,0,0.7,0,0,0,0,0,0,0,0,250.7,250.5,0,0,0.5,250,0,0,0.7,0,0,0.3,0,251.5,,PRODUCTION,1
2019,42050SGLCR2320M,1.10001E+11,TOKAI CARBON GE LLC,2320 MYRON CORY DR,HICKMAN,FULTON,KY,42050,,,36.571111,-89.186111,NAD83,NA,,TOKAI CARBON GE HOLDING LLC,NO,335,Electrical Equipment,,,,,,,335991,,,,,,1.31922E+12,Lead,NO,7439921,7439-92-1,149583,YES,PBT,YES,1,YES,NO,R,Pounds,0.06,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,20.5,2.76,0,0,0.26,2.5,0,0,0,0,18,0,0,20.76,,PRODUCTION,0.82
2019,40222FRDMT3001C,1.1E+11,FORD MOTOR CO KENTUCKY TRUCK PLANT,3001 CHAMBERLAIN LN,LOUISVILLE,JEFFERSON,KY,40241,,,38.2935,-85.5322,NAD83,FORD MOTOR CO,1344746,FORD MOTOR CO,NO,336,Transportation Equipment,,,,,,,336112,,,,,,1.31922E+12,Toluene,NO,108883,108-88-3,25452,YES,TRI,NO,0,NO,NO,R,Pounds,2800,530,0,0,0,0,0,0,0,0,0,0,0,0,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,16,0,0,11016,270,0,270,0,0,0,0,0,0,0,0,11286,3330,0,0,3300,0,0,0,270,0,11000,4600,0,19170,,PRODUCTION,1.07
2019,40209RLNCN4730C,1.1E+11,ALLNEX USA INC,4730 CRITTENDEN DR,LOUISVILLE,JEFFERSON,KY,40209,,,38.180278,-85.753611,NAD83,ALLNEX USA INC,78786182,ALLNEX USA INC,NO,325,Chemicals,,,,,,,325211,,,,,,1.31922E+12,Formaldehyde,NO,50000,50-00-0,1008,YES,TRI,NO,0,YES,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,42134TYTMT521PA,1.10014E+11,TOYO AUTOMOTIVE PARTS (USA) INC,521 PAGE DR,FRANKLIN,SIMPSON,KY,42134,,,36.70667,-86.51995,NAD83,TOYO TIRE & RUBBER CO LTD,NA,TOYO TIRE & RUBBER CO LTD,NO,326,Plastics and Rubber,,,,,,,326291,,,,,,1.31922E+12,Methyl isobutyl ketone,NO,108101,108-10-1,24851,YES,TRI,NO,0,YES,NO,R,Pounds,300,6000,0,0,0,0,0,0,0,0,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,0,0,6300,0,0,0,0,0,0,86000,0,92300,,PRODUCTION,1
2019,42134TYTMT521PA,1.10014E+11,TOYO AUTOMOTIVE PARTS (USA) INC,521 PAGE DR,FRANKLIN,SIMPSON,KY,42134,,,36.70667,-86.51995,NAD83,TOYO TIRE & RUBBER CO LTD,NA,TOYO TIRE & RUBBER CO LTD,NO,326,Plastics and Rubber,,,,,,,326291,,,,,,1.31922E+12,Xylene (mixed isomers),NO,1330207,1330-20-7,84970,YES,TRI,NO,0,NO,NO,R,Pounds,190,3800,0,0,0,0,0,0,0,0,0,0,0,0,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3990,0,0,3990,0,0,0,0,0,0,54000,0,57990,,PRODUCTION,1
2019,40216RHMND4300C,1.1E+11,ROHM & HAAS - LOUISVILLE PL ANT,4300 CAMPGROUND RD,LOUISVILLE,JEFFERSON,KY,40216,,,38.2123,-85.8481,NAD83,DOW INC,117063457,DOW INC,NO,325,Chemicals,,,,,,,325211,,,,,,1.31922E+12,Methanol,NO,67561,67-56-1,4283,YES,TRI,NO,0,NO,NO,R,Pounds,28,274,0,0,0,0,0,0,0,0,0,0,0,0,302,0,1390,1390,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,0,1483,395,0,0,302,0,93,0,0,0,0,16470,1390,18255,,PRODUCTION,1
2019,42261MCRCY609GA,1.10044E+11,REAL ALLOY RECYCLING LLC,805 GARDNER LN,MORGANTOWN,BUTLER,KY,42261,,,37.202778,-86.721944,NAD83,REAL ALLOY RECYCLING LLC,81241691,REAL ALLOY HOLDING CO LLC,NO,331,Primary Metals,,,,,,,331314,,,,,,1.31922E+12,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,1,NO,NO,R,Pounds,2,5,18,0,0,0,0,0,1705,0,0,0,0,0,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1731,0,1705,25,1,0,0,0,116,0,0,0,1847,,PRODUCTION,1.04
2019,42071VNDRBPENNY,1.1E+11,VANDERBILT CHEMICALS LLC-MURRAY DIV,396 PELLA WAY,MURRAY,CALLOWAY,KY,42071,,,36.647333,-88.300444,NAD83,RT VANDERBILT HOLDING CO INC,78709973,RT VANDERBILT HOLDING CO INC,NO,325,Chemicals,,,,,,,325199,,,,,,1.31922E+12,n-Butyl alcohol,NO,71363,71-36-3,4739,NO,TRI,NO,0,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,42029WSTLK2468I,1.10027E+11,WESTLAKE VINYLS INC,2468 IND US TRIAL PKWY,CALVERT CITY,MARSHALL,KY,42029,,,37.051111,-88.334167,NAD83,WESTLAKE CHEMICAL CORP,783918485,WESTLAKE CHEMICAL CORP,NO,325,Chemicals,,,,,,,325199,325180,,,,,1.31922E+12,Copper,NO,7440508,7440-50-8,150086,NO,TRI,YES,1,NO,NO,R,Pounds,0,39,193.96,0,0,0,0,0,0,0,0,0,0,0,232.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10481,0,0,0,0,0,0,10481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10481,10713.96,0,0,232.96,10481,0,0,0,0,0,0,0,10713.96,,PRODUCTION,1
2019,40004TWRTM850WI,1.10007E+11,TOWER AUTOMOTIVE INC,850 WITHROW CT,BARDSTOWN,NELSON,KY,40004,,,37.83288,-85.46539,NAD83,TOWER AUTOMOTIVE HOLDINGS 1 LLC,805609224,TOWER AUTOMOTIVE HOLDINGS 1 LLC,NO,336,Transportation Equipment,,,,,,,336370,,,,,,1.31922E+12,Chromium,NO,7440473,7440-47-3,150060,YES,TRI,YES,1,NO,NO,R,Pounds,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475,8475,0,0,0,0,0,0,0,0,0,0,0,8475,0.53,0,0,0.53,0,0,0,0,0,8475,0,0,8475.53,,PRODUCTION,0.95
2019,42452RDGRN9000H,1.10001E+11,BIG RIVERS ELECTRIC CORP REID/GREEN/HMP&L STATION II,9000 HWY 2096,ROBARDS,HENDERSON,KY,42452,,,37.646078,-87.502778,NAD83,BIG RIVERS ELECTRIC CORP,4860730,BIG RIVERS ELECTRIC CORP,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,Chlorine,NO,7782505,7782-50-5,154328,YES,TRI,NO,0,NO,NO,R,Pounds,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,52000,0,52005,,PRODUCTION,0.63
2019,4035WLLTCH331CA,1.10003E+11,ALLTECH INC,3031 CATNIP HILL RD,NICHOLASVILLE,JESSAMINE,KY,40356,,,37.9328,-84.5547,NAD83,ALLTECH INC,37853744,ALLTECH INC,NO,311,Food,,,,,,,311119,,,,,,1.31922E+12,Ammonia,NO,7664417,7664-41-7,152389,NO,TRI,NO,0,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,42087WSTVCHIGHW,1.10042E+11,PHOENIX PAPER WICKLIFFE LLC,1724 FT JEFFERSON HILL RD,WICKLIFFE,BALLARD,KY,42087,,,36.944409,-89.07988,NAD83,PHOENIX PAPER WICKLIFFE LLC,126652952,PHOENIX PAPER WICKLIFFE LLC,NO,322,Paper,,,,,,,322121,322110,,,,,1.31922E+12,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,1,NO,NO,R,Pounds,0,946,0,0,0,0,0,0,154,0,0,0,67,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,0,154,1013,0,0,0,0,0,0,0,0,1167,,,
2019,4233WKNMRC759ST,1.10001E+11,KENAMERICAN RESOURCES INC,7590 STATE ROUTE 181 N,CENTRAL CITY,MUHLENBERG,KY,42330,,,37.299999,-87.208344,NAD83,NA,,NA,NO,2121,Coal Mining,,,,,,,212112,,,,,,1.31922E+12,Mercury,NO,7439976,7439-97-6,149633,YES,PBT,YES,1,NO,NO,R,Pounds,0.05,0,0,0,0,0,0,0,249,0,0,83,0,0,332.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.05,0,249,83.05,0,0,0,0,0,0,0,0,332.05,,PRODUCTION,0.18
2019,4104WRDLYB334IN,1.10044E+11,RIDLEY BLOCK OPERATIONS,334 INDUSTRIAL PARK DRIVE,FLEMINGSBURG,FLEMING,KY,41041,,,38.4471,-83.73918,NAD83,ALLTECH INC,37853744,ALLTECH INC,NO,311,Food,,,,,,,311119,,,,,,1.31922E+12,Copper compounds,NO,N100,N100,649491,NO,TRI,YES,1,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,40504LXNGT1770O,1.10014E+11,MPLX TERMINALS LLC - LEXINGTON KY TERMINAL,1770 OLD FRANKFORT PIKE,LEXINGTON,FAYETTE,KY,40504,,,38.06029,-84.53795,NAD83,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,Cumene,NO,98828,98-82-8,18309,YES,TRI,NO,0,YES,NO,R,Pounds,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,,PRODUCTION,0.95
2019,40213NTDCT4900C,1.1E+11,CLARIANT CORP CRITTENDEN DRIVE FACILITY,4900 CRITTENDEN DR,LOUISVILLE,JEFFERSON,KY,40209,,,38.17448,-85.74961,NAD83,CLARIANT CORP,108706425,CLARIANT CORP,NO,325,Chemicals,,,,,,,325180,,,,,,1.31922E+12,Cobalt compounds,NO,N096,N096,649970,YES,TRI,YES,1,NO,NO,R,Pounds,0,0.052,0,0,0,0,0,0,0,0,0,0,0,5,5.052,44.5,0,44.5,0,0,0,0,0,0,0,0,0,0,0,0,3472,0,0,0,0,0,0,3516.5,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3525.5,3521.552,0,0,5.052,3480.5,36,0,0,0,9,0,0,3530.552,,PRODUCTION,1.38
